Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,145.100006,148.979996,144.270004,148.960007,142.189713,175351700
2017-05-08,149.029999,156.419998,149.029999,156.100006,149.005219,173470600
2017-05-15,156.009995,156.649994,149.710007,153.059998,146.706436,157354900
2017-05-22,154.000000,154.899994,152.669998,153.610001,147.233627,103226500
2017-05-29,153.419998,155.449997,152.220001,155.449997,148.997253,88752900
2017-06-05,154.339996,155.979996,146.020004,148.979996,142.795761,159159700
2017-06-12,145.740005,147.500000,142.199997,142.270004,136.364365,220530400
2017-06-19,143.660004,147.160004,143.660004,146.279999,140.207886,133253000
2017-06-26,147.169998,148.279999,142.279999,144.020004,138.041687,127060200
2017-07-03,144.880005,145.300003,142.410004,144.179993,138.195053,79177900
2017-07-10,144.110001,149.330002,143.369995,149.039993,142.853317,111088400
2017-07-17,148.820007,151.740005,148.570007,150.270004,144.032257,106081600
2017-07-24,150.580002,153.990005,147.300003,149.500000,143.294235,105818100
2017-07-31,149.899994,159.750000,148.130005,156.389999,149.898209,172808500
2017-08-07,157.059998,161.830002,154.630005,157.479996,150.942978,151269100
2017-08-14,159.320007,162.509995,156.720001,157.500000,151.554993,134628500
2017-08-21,157.500000,160.740005,155.110001,159.860001,153.825897,112671200
2017-08-28,160.139999,164.940002,159.929993,164.050003,157.857742,126128700
2017-09-04,163.750000,164.250000,158.529999,158.630005,152.642319,101660200
2017-09-11,160.500000,163.960007,157.910004,159.880005,153.845123,221077500
2017-09-18,160.110001,160.500000,150.559998,151.889999,146.156723,186188500
2017-09-25,149.990005,154.720001,149.160004,154.119995,148.302521,154856800
2017-10-02,154.259995,155.490005,152.460007,155.300003,149.437988,93784300
2017-10-09,155.809998,158.000000,155.100006,156.990005,151.064240,81304800
2017-10-16,157.899994,160.869995,155.020004,156.250000,150.352158,126051300
2017-10-23,156.889999,163.600006,155.270004,163.050003,156.895462,122403300
2017-10-30,163.889999,174.259995,163.720001,172.500000,165.988785,215177400
2017-11-06,172.369995,176.240005,171.720001,174.669998,168.076843,138425400
2017-11-13,173.500000,174.500000,168.380005,170.149994,164.316040,116459700
2017-11-20,170.289993,175.500000,169.559998,174.970001,168.970795,81009300
2017-11-27,175.050003,175.080002,167.160004,171.050003,165.185196,170098500
2017-12-04,172.479996,172.619995,166.460007,169.369995,163.562775,137481100
2017-12-11,169.199997,174.169998,168.789993,173.970001,168.005066,139147200
2017-12-18,174.880005,177.199997,173.250000,175.009995,169.009430,117632400
2017-12-25,170.800003,171.850006,169.220001,169.229996,163.427597,97163800
2018-01-01,170.160004,175.369995,169.259995,175.000000,168.999741,101168400
2018-01-08,174.350006,177.360001,173.000000,177.089996,171.018112,110197500
2018-01-15,177.899994,180.100006,175.070007,178.460007,172.341141,127571200
2018-01-22,177.300003,179.440002,170.059998,171.509995,165.629410,191574800
2018-01-29,170.160004,170.160004,160.100006,160.500000,154.996933,262992100
2018-02-05,159.100006,163.880005,150.240005,156.410004,151.047165,317654000
2018-02-12,158.500000,174.820007,157.509995,172.429993,167.196793,225336900
2018-02-19,172.050003,175.649994,171.009995,175.500000,170.173615,136206400
2018-02-26,176.350006,180.619995,172.449997,176.210007,170.862076,202128400
2018-03-05,175.210007,180.000000,174.270004,179.979996,174.517639,139852700
2018-03-12,180.289993,183.500000,177.619995,178.020004,172.617157,155417500
2018-03-19,177.320007,177.470001,164.940002,164.940002,159.934097,172670700
2018-03-26,168.070007,175.149994,165.190002,167.779999,162.687927,158530800
2018-04-02,166.639999,174.229996,164.470001,168.380005,163.269745,164408800
2018-04-09,169.880005,175.839996,169.850006,174.729996,169.426971,127871500
2018-04-16,175.029999,178.940002,165.429993,165.720001,160.690430,169238200
2018-04-23,166.830002,166.919998,160.630005,162.320007,157.393631,162208400
2018-04-30,162.130005,184.250000,161.839996,183.830002,178.250809,252805700
2018-05-07,185.179993,190.369995,183.669998,188.589996,182.866348,148266900
2018-05-14,189.009995,189.529999,185.100006,186.309998,181.352158,99248800
2018-05-21,188.000000,189.649994,185.759995,188.580002,183.561768,94394900
2018-05-28,187.600006,190.259995,186.139999,190.240005,185.177567,92129900
2018-06-04,191.639999,194.199997,189.770004,191.699997,186.598740,116769800
2018-06-11,191.350006,192.880005,188.259995,188.839996,183.814865,140187300
2018-06-18,187.880005,189.220001,183.449997,184.919998,179.999130,125604400
2018-06-25,183.399994,187.279999,180.729996,185.110001,180.184082,121620500
2018-07-02,183.820007,188.429993,183.419998,187.970001,182.967972,65775500
2018-07-09,189.500000,191.839996,187.610001,191.330002,186.238571,85082200
2018-07-16,191.520004,192.649994,189.199997,191.440002,186.345688,87934000
2018-07-23,190.679993,195.960007,189.559998,190.979996,185.897903,94497200
2018-07-30,191.899994,208.740005,189.070007,207.990005,202.455231,224189600
2018-08-06,208.000000,209.779999,204.520004,207.529999,202.007462,121642100
2018-08-13,209.309998,217.949997,207.699997,217.580002,212.532806,139373900
2018-08-20,218.100006,219.179993,213.839996,216.160004,211.145767,112825200
2018-08-27,217.149994,228.869995,216.330002,227.630005,222.349686,162690600
2018-09-03,228.410004,229.669998,220.710007,221.300003,216.166550,132632900
2018-09-10,220.949997,228.350006,216.470001,223.839996,218.647614,198249900
2018-09-17,222.149994,222.949997,215.300003,217.660004,212.610977,218746100
2018-09-24,216.820007,226.440002,216.630005,225.740005,220.503540,129343100
2018-10-01,227.949997,233.470001,220.580002,224.289993,219.087158,142666300
2018-10-08,222.210007,227.270004,212.320007,222.110001,216.957748,192007800
2018-10-15,221.160004,222.990005,213.000000,219.309998,214.222672,148520400
2018-10-22,219.789993,224.229996,212.669998,216.300003,211.282532,185599600
2018-10-29,219.190002,222.360001,205.429993,207.479996,202.667099,270606300
2018-11-05,204.300003,210.119995,198.169998,204.470001,199.726929,191199400
2018-11-12,199.000000,199.850006,185.929993,193.529999,189.700302,242226500
2018-11-19,190.000000,190.699997,172.100006,172.289993,168.880600,164498700
2018-11-26,174.240005,182.800003,170.259995,178.580002,175.046158,213749900
2018-12-03,184.460007,184.940002,168.300003,168.490005,165.155823,167526800
2018-12-10,165.000000,172.570007,163.330002,165.479996,162.205368,217537700
2018-12-17,165.449997,168.350006,149.630005,150.729996,147.747253,287694300
2018-12-24,148.149994,158.520004,146.589996,156.229996,153.138428,191160200
2018-12-31,158.529999,159.360001,142.000000,148.259995,145.326126,221962500
2019-01-07,148.699997,154.529999,145.899994,152.289993,149.276382,203706100
2019-01-14,150.850006,157.880005,149.220001,156.820007,153.716751,155292000
2019-01-21,156.410004,158.130005,151.699997,157.759995,154.638153,112501600
2019-01-28,155.789993,169.000000,153.660004,166.520004,163.224792,202296800
2019-02-04,167.410004,175.570007,167.279999,170.410004,167.037827,151398400
2019-02-11,171.050003,172.479996,169.250000,170.419998,167.764069,112229600
2019-02-18,169.710007,173.320007,169.490005,172.970001,170.274307,81250100
2019-02-25,174.160004,175.869995,172.729996,174.970001,172.243118,120880600
2019-03-04,175.690002,177.750000,169.500000,172.910004,170.215256,116779800
2019-03-11,175.490005,187.330002,175.350006,186.119995,183.219360,158133500
2019-03-18,185.800003,197.690002,184.729996,191.050003,188.072540,182343300
2019-03-25,191.509995,192.880005,184.580002,189.949997,186.989685,167838600
2019-04-01,191.639999,197.100006,188.380005,197.000000,193.929794,111540400
2019-04-08,196.419998,202.850006,196.210007,198.869995,195.770660,132006700
2019-04-15,198.580002,204.149994,198.009995,203.860001,200.682907,96335600
2019-04-22,202.830002,208.479996,202.119995,204.300003,201.116043,97495400
2019-04-29,204.399994,215.309998,199.110001,211.750000,208.449951,186455600
2019-05-06,204.289993,208.839996,192.770004,197.179993,194.107010,173663600
2019-05-13,187.710007,192.470001,182.850006,189.000000,186.770996,186415500
2019-05-20,183.520004,188.000000,177.809998,178.970001,176.859283,156970100
2019-05-27,178.919998,180.589996,174.990005,175.070007,173.005280,104691400
2019-06-03,175.600006,191.919998,170.270004,190.149994,187.907410,154348200
2019-06-10,191.809998,196.789993,190.300003,192.740005,190.466873,111811700
2019-06-17,192.899994,200.850006,192.169998,198.779999,196.435623,131658900
2019-06-24,198.539993,201.570007,195.289993,197.919998,195.585770,117368500
2019-07-01,203.169998,205.080002,200.649994,204.229996,201.821350,72879400
2019-07-08,200.809998,204.389999,198.410004,203.300003,200.902344,101600700
2019-07-15,204.089996,206.500000,202.360001,202.589996,200.200699,87433200
2019-07-22,203.649994,209.729996,203.610001,207.740005,205.289978,87153200
2019-07-29,208.460007,221.369995,201.630005,204.020004,201.613846,219770500
2019-08-05,197.990005,203.529999,192.580002,200.990005,198.619583,173211400
2019-08-12,199.619995,212.139999,199.149994,206.500000,204.839920,161088600
2019-08-19,210.619995,214.440002,201.000000,202.639999,201.010971,141905000
2019-08-26,205.860001,210.449997,203.320007,208.740005,207.061920,109989600
2019-09-02,206.429993,214.419998,204.220001,213.259995,211.545578,82487100
2019-09-09,214.839996,226.419998,211.070007,218.750000,216.991455,175366900
2019-09-16,217.729996,223.759995,217.470001,217.729996,215.979630,142290500
2019-09-23,218.949997,222.490005,217.139999,218.820007,217.060898,116445200
2019-09-30,220.899994,228.220001,215.130005,227.009995,225.185043,158621700
2019-10-07,226.270004,237.639999,224.330002,236.210007,234.311081,147176400
2019-10-14,234.899994,238.130005,233.199997,236.410004,234.509491,105677400
2019-10-21,237.520004,246.729996,237.320007,246.580002,244.597717,97030500
2019-10-28,247.419998,255.929993,237.259995,255.820007,253.763443,163555400
2019-11-04,257.329987,260.440002,255.369995,260.140015,258.048706,105990200
2019-11-11,258.299988,265.779999,258.279999,265.760010,264.415009,115333400
2019-11-18,265.799988,268.000000,260.399994,261.779999,260.455139,113956300
2019-11-25,262.709991,268.000000,262.500000,267.250000,265.897461,75270300
2019-12-02,267.269989,271.000000,256.290009,270.709991,269.339935,114149800
2019-12-09,270.000000,275.299988,264.910004,275.149994,273.757477,142029400
2019-12-16,277.000000,282.649994,276.980011,279.440002,278.025757,183180000
2019-12-23,280.529999,293.970001,280.369995,289.799988,288.333313,96609500
2019-12-30,289.459991,300.600006,285.220001,297.429993,295.924713,131680800
2020-01-06,293.790009,312.670013,292.750000,310.329987,308.759399,167522900
2020-01-13,311.640015,318.739990,309.549988,318.730011,317.116943,163013900
2020-01-20,317.190002,323.329987,315.649994,318.309998,316.699036,115921300
2020-01-27,310.059998,327.850006,304.880005,309.510010,307.943604,216683700
2020-02-03,304.299988,325.220001,302.220001,320.029999,318.410339,163134600
2020-02-10,314.179993,327.220001,313.850006,324.950012,324.072754,123065900
2020-02-17,315.359985,324.649994,310.500000,313.049988,312.204865,119158800
2020-02-24,297.260010,304.179993,256.369995,273.359985,272.622009,349603500
2020-03-02,282.279999,304.000000,277.720001,289.029999,288.249725,323450200
2020-03-09,263.750000,286.440002,248.000000,277.970001,277.219574,404209900
2020-03-16,241.949997,259.079987,228.000000,229.240005,228.621140,405065900
2020-03-23,228.080002,258.679993,212.610001,247.740005,247.071182,346047500
2020-03-30,250.740005,262.489990,236.899994,241.410004,240.758270,209252700
2020-04-06,250.899994,271.700012,249.380005,267.989990,267.266510,183929800
2020-04-13,268.309998,288.250000,265.829987,282.799988,282.036530,207386800
2020-04-20,277.950012,283.010010,265.429993,282.970001,282.206085,169846800
2020-04-27,281.799988,299.000000,278.200012,289.070007,288.289612,197513500
2020-05-04,289.170013,310.350006,286.320007,310.130005,309.292755,168229000
2020-05-11,308.100006,319.690002,300.209991,307.709991,307.709991,208456200
2020-05-18,313.170013,316.500000,310.320007,314.959991,314.959991,33794600
2020-05-19,315.029999,318.519989,313.029999,313.140015,313.140015,23652143
